frame,x,y,xn,yn
237,636.0,737.8333333333334,292.4143008018553,864.0574804413809
238,592.6666666666666,732.8333333333334,246.88451828242287,857.9406622713514
238,634.35,743.1,290.54952564988844,871.5889928532728
239,591.8333333333334,737.3333333333334,245.9293226526423,864.3658575051388
239,632.6470588235294,749.1176470588235,288.61437378022265,880.1753860836167
240,591.625,743.0,245.61217232976065,872.4251775672137
240,632.6666666666666,756.4444444444445,288.4621440740152,890.561281137739
241,591.875,749.75,245.758009189367,881.9963168510228
244,631.5,761.5,287.118163634515,897.7408732741527
246,625.3333333333334,795.0,279.8980598017912,945.0049836864887
247,619.5238095238095,810.7142857142857,273.4974818566834,967.071957093535
248,591.2857142857143,795.3571428571429,244.359942517051,946.2210569700351
248,615.85,819.95,269.48030142646974,979.9967240365193
249,588.5714285714286,804.3809523809524,241.38056874560522,958.8809505826437
249,614.0,827.0,267.41314267871735,989.8188577457572
250,587.6842105263158,813.1578947368421,240.3131852681685,971.1252230372829
251,621.8333333333334,808.6666666666666,275.94763939411257,964.1706885476008
251,587.7647058823529,824.5294117647059,240.21123501204127,986.9172987798818
252,622.0,820.5,275.8663361235557,980.636766579342
253,620.6086956521739,834.4782608695652,274.12176652892566,1000.0460444309464
254,618.96,845.88,272.1715511819127,1015.8284449689658
255,617.0714285714286,854.0357142857143,270.046414601569,1027.0984364748786
256,615.8518518518518,860.0740740740741,268.6611937040401,1035.4214875741434
257,615.4736842105264,866.3684210526316,268.1425480092,1044.0647126981653
258,581.6428571428571,845.1428571428571,233.5408752402432,1015.532380192043
258,615.5,873.0,268.0355327876206,1053.146111810963
259,583.5714285714286,851.0714285714286,235.44424137048486,1023.6586744482786
260,586.3,858.9,238.1408277603534,1034.365736329578
261,590.9375,869.6875,242.75243230906707,1049.0658533839578
267,610.0,930.1739130434783,261.2597353941298,1130.8199555675171
268,583.3846153846154,919.9230769230769,234.1932784044216,1117.4530205232136
268,612.1304347826087,939.5217391304348,263.2591243870996,1143.3477680816852
269,586.5882352941177,924.8823529411765,237.39531714325753,1124.0837770601786
269,614.3333333333334,946.3809523809524,265.37613873383265,1152.5096645873787
270,590.5882352941177,930.4117647058823,241.39836048907225,1131.4598743080828
270,616.8888888888889,953.2222222222222,267.84946656903327,1161.624879881621
271,593.65,937.55,244.41028895443418,1141.0009350574576
272,630.9230769230769,935.8461538461538,282.5570517077543,1138.1053522772763
272,595.4,948.95,246.00582069627362,1156.2505395168166
273,631.0588235294117,946.3529411764706,282.4637083718242,1152.2048863179723
273,595.5,963.0,245.87144954234816,1175.010126901382
274,629.6153846153846,959.0,280.7125268620726,1169.1454863423153
275,627.5769230769231,969.9230769230769,278.3989129790603,1183.7389169101646
276,625.0357142857143,977.75,275.6465559859976,1194.1832476501665
277,623.5333333333333,983.2333333333333,274.0046002517702,1201.4816212989008
278,622.6086956521739,989.4347826086956,272.93720391174895,1209.7101589375723
279,584.9090909090909,971.7272727272727,234.9601315848295,1186.7864356923235
279,622.2666666666667,994.8,272.4798464807337,1216.8106073090403
280,584.8235294117648,976.9411764705883,234.79399423239957,1193.7117879742354
280,622.0,1001.5,272.07234214897,1225.6599140555375
281,586.05,984.3,235.92654570111722,1203.4488239045847
282,586.8333333333334,992.5,236.59477915215624,1214.2840139658513
283,587.65,1004.7,237.23339032949028,1230.3636735650368
284,588.5714285714286,1018.2857142857143,237.953997024685,1248.2048897633413
287,617.7142857142857,1041.4285714285713,266.94258168490575,1278.083200656474
288,584.25,1038.125,233.29617060389558,1274.211152480902
288,613.4615384615385,1057.8461538461538,262.3468847130797,1299.4956439799353
289,583.0,1047.0,231.90801192581227,1285.7875211841797
289,612.4814814814815,1067.7407407407406,261.17657867050247,1312.331518017214
290,583.5,1053.75,232.31161741058466,1294.5540246423054
290,612.8,1074.65,261.3668602625745,1321.261256259713
291,585.15,1059.7,233.88038240013037,1302.252815157086
291,613.4,1080.9333333333334,261.85056856900206,1329.3633885635525
292,622.3333333333334,1053.2222222222222,271.3590786404017,1293.3782799735259
292,587.0869565217391,1067.2173913043478,235.7106893323219,1311.964040340596
293,624.0,1062.0,272.85717382232065,1304.7532278018512
293,588.2631578947369,1077.8947368421052,236.7271421100275,1325.7422377378311
294,624.952380952381,1074.3333333333333,273.56200672108406,1320.7064033295226
295,624.1666666666666,1088.5,272.4865195369325,1338.9854138246362
296,622.16,1100.12,270.24590711564105,1353.93928136908
297,620.5806451612904,1108.4516129032259,268.50369065441976,1364.632214690548
298,619.3703703703703,1114.7037037037037,267.17401282926556,1372.6396347188634
299,582.2857142857143,1094.2857142857142,230.5080216819189,1346.9032525942714
299,618.5652173913044,1120.8260869565217,266.2529437063232,1380.4628824790063
300,582.3125,1099.3125,230.4627998944524,1353.351407135469
300,618.0,1127.2,265.56747375964466,1388.5902911113692
301,583.2380952380952,1105.5714285714287,231.29619940495698,1361.3576592188879
302,585.6190476190476,1113.1904761904761,233.55807375958125,1371.0717107724856
303,589.1904761904761,1121.857142857143,236.98430666837498,1382.088603077441
304,592.5,1135.0,240.072633441052,1398.7693800941463
305,595.0,1151.0,242.30202131019973,1419.0124178984026
309,614.7083333333334,1185.4166666666667,261.21074054006834,1462.1344810791525
310,584.4117647058823,1179.1176470588234,231.40525245018696,1454.5086632125444
310,615.5,1196.0,261.79688098966216,1475.3644368063424
311,586.9130434782609,1184.0434782608695,233.8020973955543,1460.6587067119078
311,617.4347826086956,1203.9565217391305,263.5558430484089,1485.2745004737676
312,590.0,1189.7083333333333,236.76225764755364,1467.720253253864
312,619.9411764705883,1210.4117647058824,265.90209992863885,1493.2916955540188
313,593.2173913043479,1196.304347826087,239.832323698719,1475.932826000833
314,596.0416666666666,1206.0,242.46144213808205,1487.995400011383
315,633.6842105263158,1201.6842105263158,279.6144296306051,1482.3067747677505
315,597.6842105263158,1219.2105263157894,243.86669664058076,1504.3987192132104
316,633.6785714285714,1215.107142857143,279.3288181724584,1499.020352328809
317,632.3333333333334,1228.5833333333333,277.72720803659644,1515.7482808407894
318,630.2258064516129,1238.0,275.46644031389576,1527.4083058054077
319,628.7241379310345,1245.0,273.8533955411529,1536.0553144247908
320,627.7826086956521,1250.391304347826,272.8238088847142,1542.7020023898424
321,588.7333333333333,1230.6,234.91064240887104,1518.5715862625077
321,626.5555555555555,1256.7222222222222,271.49799226509197,1550.494843705989
322,589.2666666666667,1235.8,235.35682152096982,1524.9920162413896
322,626.6,1262.6,271.4261188336862,1557.7097673899436
323,590.0869565217391,1242.391304347826,236.0626895205684,1533.1161994896886
324,592.6521739130435,1249.608695652174,238.46401465842433,1541.983815585083
325,594.85,1259.9,240.45472087601473,1554.609638600314
326,597.2857142857143,1273.5714285714287,242.61916918436208,1571.3321907760392
327,598.8571428571429,1289.4285714285713,243.90028858070508,1590.6599025965274
329,628.0,1288.5,272.2837274410846,1589.3569633971588
330,624.625,1309.125,268.6015611964824,1614.4247426790712
331,589.5882352941177,1308.8235294117646,234.60481696997675,1614.2484102650149
331,621.56,1326.56,265.3000026587198,1635.5043250650795
332,590.5714285714286,1316.3809523809523,235.44805960415655,1623.3800525115341
332,621.9565217391305,1336.0869565217392,265.5066441615981,1646.9697201590554
333,592.6842105263158,1322.157894736842,237.40934151539454,1630.3409476123581
333,623.1739130434783,1343.0434782608695,266.55401231421314,1655.3190688512707
334,595.0,1327.9583333333333,239.56376790558312,1637.3190902819645
334,625.25,1348.875,268.45019335394096,1662.3018169576897
335,634.0,1320.0,277.4871509855969,1627.527460253931
335,597.5652173913044,1335.391304347826,241.93102985472638,1646.2479588575911
336,600.04,1346.24,244.1527684318055,1659.2550000000003
337,637.44,1341.08,280.3887328691489,1652.8975341903742
337,600.9285714285714,1360.142857142857,244.79122834950593,1675.8794520679915
338,637.1071428571429,1356.25,279.755223618257,1671.0794644500156
339,635.3333333333334,1369.4333333333334,277.7761572038218,1686.8253003862455
340,633.5428571428572,1378.6571428571428,275.8669957693088,1697.80992553197
341,631.7241379310345,1385.2413793103449,273.9873509585519,1705.635783882622
342,593.1,1364.6,237.18408154112748,1681.2280100253736
342,630.7619047619048,1391.4285714285713,272.94163620581287,1712.9742046865476
343,592.7777777777778,1369.8333333333333,236.79723813158097,1687.4638996337892
343,629.8666666666667,1398.2666666666667,271.9493884862925,1721.0695498374876
344,592.7777777777778,1376.111111111111,236.70538316884745,1694.9310352191694
344,630.0,1404.6666666666667,271.9537179955579,1728.6295165328986
345,594.2173913043479,1383.695652173913,237.97685296472466,1703.930885322322
346,596.6538461538462,1392.5384615384614,240.18307562578846,1714.3987721786054
347,598.5,1406.5,241.7406663915956,1730.8835414278085
348,600.9166666666666,1421.8333333333333,243.81658094224017,1748.9175849950761
352,592.0,1446.875,234.94018633082143,1778.239186545011
352,625.08,1463.2,266.15215244452315,1797.1858963962113
353,592.0,1456.111111111111,234.808771056597,1788.9963235410437
353,624.5833333333334,1475.2916666666667,265.45855975727943,1811.2127921253266
354,593.08,1463.56,235.7288914627481,1797.6511971114912
354,625.15,1483.95,265.8382121660096,1821.2280967468987
355,632.8571428571429,1454.5714285714287,273.7182276675557,1787.1360494649005
355,595.48,1470.36,237.90935213294313,1805.5354840805232
355,626.9230769230769,1490.8461538461538,267.3926112747871,1829.1877926797129
356,634.6428571428571,1461.857142857143,275.27645778179453,1795.6110646098252
356,597.5652173913044,1478.7391304347825,239.76422591846676,1815.2332805781418
357,636.7058823529412,1472.3529411764705,277.03177523614016,1807.7928660177176
357,599.35,1490.45,241.2804592827434,1828.753273046612
358,638.1538461538462,1487.076923076923,278.11432261623935,1824.8280198685225
359,637.7241379310345,1503.344827586207,277.3842248476429,1843.574407321848
360,636.0357142857143,1516.25,275.53395641148893,1858.3883377563138
361,634.21875,1525.40625,273.6409021488691,1868.8676126469243
362,595.6666666666666,1503.0,237.61139648154312,1843.199615168717
362,632.8260869565217,1532.304347826087,272.19540815311376,1876.745168090791
363,594.8125,1508.8125,236.72062344854822,1849.8730589741117
363,631.4666666666667,1538.8666666666666,270.79021412484957,1884.2256340914967
364,594.8636363636364,1515.409090909091,236.67419680854536,1857.4337638011864
365,595.96,1523.24,237.59527193947554,1866.3921463872473
372,618.2272727272727,1585.0454545454545,257.5352837522201,1936.4842076533287
373,612.1025641025641,1591.025641025641,251.7082130945098,1943.1967535544284
374,613.2105263157895,1591.3157894736842,252.73916443833167,1943.5242993957393
375,616.4444444444445,1589.7777777777778,255.78797885137598,1941.801763345106
376,615.3333333333334,1590.1904761904761,254.74217964874225,1942.2635989517491
377,615.7857142857143,1590.2142857142858,255.16475776493056,1942.291023158341
378,615.7857142857143,1590.2142857142858,255.16475776493056,1942.291023158341
379,615.9375,1590.1875,255.30712766398392,1942.2612223655913
380,615.8666666666667,1590.3333333333333,255.23844518376748,1942.4249780473317
381,615.4090909090909,1590.2727272727273,254.81169052733628,1942.35613496059
382,615.9411764705883,1590.3529411764705,255.30779735591796,1942.4470304491897
383,615.875,1590.5,255.2434899971887,1942.612157078852
384,614.9310344827586,1590.4137931034484,254.36237130652538,1942.5139191408914
385,616.1578947368421,1590.2631578947369,255.51193528658138,1942.3465739666744
386,615.9411764705883,1590.3529411764705,255.30779735591796,1942.4470304491897
387,616.1578947368421,1590.2631578947369,255.51193528658138,1942.3465739666744
388,615.4347826086956,1590.391304347826,254.83368950932655,1942.4894544665872
389,615.9411764705883,1590.3529411764705,255.30779735591796,1942.4470304491897
390,616.5,1590.0,255.83619861503175,1942.0514396685633
391,614.1621621621622,1589.8108108108108,253.65347065098825,1941.8353571927814
392,614.8846153846154,1589.6923076923076,254.33092598190984,1941.7032820874047
394,615.875,1589.5,255.26013505947714,1941.4887621958724
395,616.4545454545455,1589.2727272727273,255.8058404647571,1941.2342442564964
397,615.9411764705883,1589.3529411764705,255.32445118064592,1941.3235907934575
398,615.375,1589.25,254.79675241669196,1941.2071214549562
399,616.4545454545455,1588.7272727272727,255.81496003645503,1940.6213656266657
400,616.4,1588.5,255.76778776259198,1940.3658475668121
401,616.4545454545455,1588.2727272727273,255.82256203556568,1940.1104750987788
402,614.9736842105264,1589.6315789473683,254.41519195996324,1941.6352558826127
403,614.35,1588.75,253.84652415163356,1940.6437648775388
404,615.3636363636364,1588.5,254.7985772786747,1940.3643188595352
