frame,x,y,r,xn,yn
261,568.5,1074.5,24.9,217.5428621511414,1319.920790468506
262,582.5,1063.5,27.4,231.71586889054268,1305.5020659436386
263,557.5,1090.5,27.4,206.35498910696188,1340.6864209103449
264,574.5,1100.5,21.7,223.16881988352074,1353.3333424317707
265,578.5,1129.5,27.4,226.72549746601928,1390.3592906195204
266,566.5,1106.5,21.6,215.11908661527505,1361.1195098548815
267,565.5,1119.5,21.5,213.95430987561699,1377.7538843711734
268,568.5,1125.5,21.6,216.85444618170536,1385.3730331419717
269,566.5,1124.5,25.2,214.88209292353662,1384.1204662375853
270,568.5,1129.5,25.1,216.8008608540865,1390.4677433502827
271,568.5,1136.5,22.9,216.7072281436467,1399.3700221438662
272,569.5,1141.5,23.9,217.63108323481956,1405.7078415882297
273,572.5,1150.5,22.9,220.47837247661394,1417.0824893018935
274,574.5,1155.5,24.1,222.3869854950203,1423.3869278313437
275,571.5,1169.5,23.0,219.22884118398522,1441.0795299064134
276,571.5,1174.5,25.2,219.16064520913835,1447.371160677747
277,570.5,1189.5,23.0,217.972396804934,1466.2036635146474
278,570.5,1194.5,26.0,217.90524381293721,1472.4609041492959
279,571.5,1198.5,27.4,218.8345968563249,1477.451760802737
280,574.5,1207.5,23.6,221.65855162514154,1488.655743148323
281,572.5,1207.5,23.0,219.69472505197808,1488.6728290563638
282,576.5,1219.5,23.9,223.45270641467434,1503.5705155751014
283,611.5,1240.5,27.4,257.4010089646647,1529.3183823950053
284,586.5,1242.5,22.9,232.9046916248314,1531.9789128865634
285,577.5,1236.5,22.9,224.19123497909575,1524.6331790398579
286,574.5,1238.5,27.4,221.22917354926523,1527.1286910635424
287,569.5,1258.5,25.2,216.07870958865053,1551.8144402203845
288,572.5,1259.5,27.4,218.99033989367757,1553.0221412794854
289,571.5,1256.5,23.0,218.05537379518682,1549.341396520896
290,573.5,1260.5,24.5,219.95174092082007,1554.2437416727328
291,577.5,1246.5,23.9,224.04944063444498,1536.9825347509152
292,575.5,1277.5,22.7,221.66678005102543,1575.0672181728573
293,576.5,1281.5,25.2,222.58390789163016,1579.9498615466593
294,575.5,1290.5,27.4,221.48795894726274,1590.9375299349103
295,579.5,1303.5,22.9,225.1873723034126,1606.7291003782075
296,577.5,1314.5,23.9,223.09531975504746,1620.0801939702433
297,577.5,1329.5,21.3,222.88718869634627,1638.2070415871046
298,574.5,1333.5,25.1,219.93550241710457,1643.0436501248944
299,572.5,1337.5,27.4,217.95211431747177,1647.869542554239
300,577.5,1346.5,21.6,222.65231425421544,1658.663062174186
301,578.5,1344.5,21.0,223.64399638841292,1656.2565663753542
302,611.5,1360.5,27.4,255.19279009851797,1675.2934580477754
303,579.5,1369.5,21.6,224.25805729640953,1686.183443297289
304,582.5,1384.5,20.8,226.92641294245146,1704.0360260412358
305,580.5,1389.5,20.8,224.93807834496826,1709.9821961431312
306,572.5,1388.5,24.0,217.28489569418565,1708.8234950970595
307,575.5,1390.5,27.4,220.13303538279501,1711.186532593968
308,576.5,1400.5,23.9,220.95636903995788,1723.0329236569048
309,573.5,1404.5,22.4,218.03364812639725,1727.773500582407
310,574.5,1405.5,25.2,218.97671703409614,1728.952321700816
311,574.5,1409.5,25.2,218.9239869339215,1733.6770212408298
312,578.5,1419.5,22.8,222.61025912382917,1745.4559259010118
313,580.5,1420.5,27.4,224.50553611443658,1746.6278615609212
314,581.5,1432.5,25.2,225.29205817475258,1760.7303762040494
315,582.5,1442.5,23.0,226.10425328054015,1772.448503250594
316,578.5,1449.5,27.4,222.20248041528464,1780.6424291611168
317,577.5,1463.5,27.4,221.0642907713285,1796.9694728844906
318,576.5,1474.5,25.8,219.9699176381619,1809.7555767271556
319,577.5,1478.5,27.4,220.86422269678414,1814.394087561884
320,578.5,1484.5,27.4,221.73079120779616,1821.3436562955358
321,580.5,1486.5,27.4,223.59634386296398,1823.6560745216677
322,603.5,1536.5,27.4,244.54983817146837,1881.1339021863846
323,578.5,1582.5,27.4,220.43279011889794,1933.3458736480782
324,582.5,1582.5,23.9,224.1705771575721,1933.3510381491085
325,582.5,1582.5,23.9,224.1705771575721,1933.3510381491085
326,578.5,1581.5,27.4,220.44586876874536,1932.2173400933552
327,578.5,1581.5,27.4,220.44586876874536,1932.2173400933552
328,578.5,1581.5,27.4,220.44586876874536,1932.2173400933552
329,578.5,1581.5,27.4,220.44586876874536,1932.2173400933552
330,578.5,1581.5,27.4,220.44586876874536,1932.2173400933552
331,578.5,1582.5,27.4,220.43279011889794,1933.3458736480782
332,582.5,1582.5,23.9,224.1705771575721,1933.3510381491085
333,582.5,1582.5,23.9,224.1705771575721,1933.3510381491085
334,578.5,1581.5,27.4,220.44586876874536,1932.2173400933552
335,573.5,1578.5,22.9,215.81135766649712,1928.8240070308075
336,584.5,1580.5,21.7,226.06732381359237,1931.0959764642962
337,578.5,1581.5,27.4,220.44586876874536,1932.2173400933552
338,577.5,1582.5,27.4,219.49844233601823,1933.3445826595766
339,578.5,1582.5,27.4,220.43279011889794,1933.3458736480782
340,577.5,1582.5,27.4,219.49844233601823,1933.3445826595766
341,577.5,1582.5,27.4,219.49844233601823,1933.3445826595766
342,584.5,1581.5,22.4,226.05351424793216,1932.2249446945918
343,581.5,1580.5,24.9,223.2629590355699,1931.0922452027828
344,580.5,1579.5,25.2,222.34157796614863,1929.9618361020441
345,582.5,1577.5,23.9,224.23842979973864,1927.7049726087146
346,579.5,1581.5,27.4,221.38037733778103,1932.2186073926252
347,580.5,1582.5,26.1,222.30160445177157,1933.3484557891811
348,578.5,1581.5,27.4,220.44586876874536,1932.2173400933552
349,581.5,1580.5,25.0,223.2629590355699,1931.0922452027828
350,584.5,1577.5,21.5,226.1087739694209,1927.707317456277
351,585.5,1579.5,21.0,227.0161257809249,1929.9679360081732
352,579.5,1577.5,21.7,221.4332109110406,1927.701455710179
353,578.5,1580.5,27.4,220.45895080402514,1931.0885144156623
354,578.5,1580.5,27.4,220.45895080402514,1931.0885144156623
355,581.5,1581.5,25.2,223.24951328129458,1932.221142152278
356,582.5,1582.5,23.9,224.1705771575721,1933.3510381491085
357,581.5,1581.5,25.2,223.24951328129458,1932.221142152278
358,578.5,1583.5,27.4,220.41971485316893,1934.47411519321
359,584.5,1580.5,21.8,226.06732381359237,1931.0959764642962
360,582.5,1582.5,25.0,224.1705771575721,1933.3510381491085
361,585.5,1579.5,21.0,227.0161257809249,1929.9679360081732
362,580.5,1581.5,25.2,222.3149255077917,1932.2198747455977
363,580.5,1582.5,25.2,222.30160445177157,1933.3484557891811
364,580.5,1583.5,26.3,222.28828684273876,1934.4767447985146
365,582.5,1579.5,23.6,224.21127820234622,1929.9642759093545
366,582.5,1581.5,23.8,224.18414066080706,1932.2224096126677
367,626.5,1582.5,20.7,265.3280858209008,1933.4079054863043
368,585.5,1580.5,21.0,227.00219131723804,1931.0972203235692
369,583.5,1580.5,23.0,225.1324959337785,1931.0947326577425
370,582.5,1582.5,23.9,224.1705771575721,1933.3510381491085
371,581.5,1582.5,25.0,223.23607100679772,1933.3497469417896
372,578.5,1581.5,27.4,220.44586876874536,1932.2173400933552
373,579.5,1577.5,21.7,221.4332109110406,1927.701455710179
374,585.5,1578.5,20.5,227.03006385304244,1928.838359256395
375,579.5,1583.5,26.3,221.35398105772384,1934.4754299680121
376,578.5,1583.5,27.4,220.41971485316893,1934.47411519321
377,579.5,1581.5,27.4,221.38037733778103,1932.2186073926252
378,585.5,1579.5,21.0,227.0161257809249,1929.9679360081732
379,575.5,1582.5,27.4,217.62986552479336,1933.342000846657
380,585.5,1581.5,21.6,226.9882604605807,1932.2262123161336
381,580.5,1582.5,25.2,222.30160445177157,1933.3484557891811
382,578.5,1581.5,27.4,220.44586876874536,1932.2173400933552
383,578.5,1582.5,26.3,220.43279011889794,1933.3458736480782
384,580.5,1576.5,23.0,222.3815825395729,1926.5725850430547
385,578.5,1582.5,27.4,220.43279011889794,1933.3458736480782
