frame,x,y,xn,yn
121,571.9,274.9,233.58962919531368,157.67386824182148
122,569.1818181818181,281.0909090909091,230.42536090436275,167.90091889559608
123,566.6,286.3,227.43713841735325,176.50239790708878
124,564.75,290.4375,225.2925338362943,183.3151137680797
125,563.3,295.0,223.5923101363642,190.79150830155268
126,562.7142857142857,301.2857142857143,222.8349487821944,201.01352551377835
135,556.5384615384615,361.61538461538464,215.0265645435552,298.1264565652303
136,527.5,353.0,182.93289585695308,285.5658429553119
136,555.5,368.6666666666667,213.77280524895886,309.37004581146334
137,527.5,359.5,182.86946587678472,295.9123535614898
138,528.3333333333334,368.5,183.70361868574207,310.1715726493869
140,560.875,373.875,219.647125036456,317.41932477365117
141,560.875,387.0625,219.4447918214317,338.27555829964393
142,560.4285714285714,395.6190476190476,218.8213900421333,351.7798926423314
143,559.7333333333333,401.6666666666667,217.96318532015601,361.3173821352382
144,559.375,407.8125,217.4761502894377,370.9783788735775
155,555.0666666666667,469.6,211.86063157147333,467.1238313005138
156,534.125,454.75,189.18779903900526,444.96003511433014
156,558.3846153846154,477.9230769230769,215.35918111506155,479.802390666556
157,538.3636363636364,458.6363636363636,193.7732539252778,450.81158115761343
157,561.1666666666666,484.6666666666667,218.28979634306057,490.0499320722598
158,541.875,463.875,197.54468723494486,458.76733784879326
159,544.1111111111111,470.6666666666667,199.90157904485454,469.1452760029989
160,544.6666666666666,480.44444444444446,200.38753424695136,484.14214558074013
162,574.5833333333334,489.0,232.82519915379598,496.22987362181414
163,572.2631578947369,497.63157894736844,230.15563707956844,509.50393052426944
164,569.8260869565217,503.69565217391306,227.40805769907723,518.8348939205513
165,568.35,508.55,225.72756361615362,526.2756476764632
166,566.6315789473684,513.421052631579,223.78674574663333,533.7384414485091
167,566.25,517.15,223.31486461908673,539.4130197963422
168,566.1428571428571,521.4285714285714,223.13219362536142,545.9052760573055
169,565.9166666666666,527.0,222.8008646017559,554.3495635251677
170,531.6666666666666,509.44444444444446,185.95232303346484,528.8485957316187
171,532.8461538461538,516.3846153846154,187.1589919640877,539.3453383140594
172,534.0,525.5,188.31312050006233,553.1124980410619
173,535.0833333333334,536.1666666666666,189.37179726239899,569.1845313957094
178,560.0,584.0,215.57915239831254,640.0410831855406
179,530.9090909090909,573.4545454545455,184.50620205493948,625.2157727483373
179,559.4375,592.125,214.860703999057,652.1275494509867
180,532.0,579.5,185.61673431596734,634.1873534733315
180,560.0,598.4,215.37382218279197,661.4126165581349
183,570.1666666666666,590.1666666666666,226.38652410519796,648.9022437358702
184,570.0,602.1875,226.0175659716648,666.7261956818317
185,569.2173913043479,614.8695652173913,224.98175244126125,685.4792142664168
186,567.75,623.4583333333334,223.28268879206914,698.1657376599538
187,566.68,629.76,222.0459626086226,707.4528289351817
188,566.0,635.4444444444445,221.2360166866241,715.8070778099515
189,565.7777777777778,642.3333333333334,220.89633752454895,725.8956538486705
190,533.4444444444445,621.2222222222222,186.74721182676666,695.8531228554632
191,536.8333333333334,628.7222222222222,190.27853124731695,706.7701287200471
192,540.6666666666666,636.5833333333334,194.27121833800425,718.180920543467
193,544.3333333333334,648.1666666666666,198.03522609709918,735.004853617099
198,562.5333333333333,694.1333333333333,216.70380159223922,801.1419083622915
199,535.5,688.0,188.25763043022664,793.0012749199459
199,564.7391304347826,705.0434782608695,218.87289708054675,816.770876496331
200,539.0,692.8,191.89888086400364,799.8256502498289
200,567.0625,713.3125,221.19818463490358,828.5682310509104
201,543.2666666666667,698.0666666666667,196.33822655386646,807.2929744338983
201,569.2857142857143,720.1428571428571,223.43462588541198,838.2851294592397
202,546.0,706.1875,199.1238321179709,818.8843382864068
203,548.0,717.5,201.09417928887967,835.0328611027211
204,582.3,714.1,237.22793369483605,829.3165772969691
205,581.875,726.5,236.56849980119406,847.0554010872335
206,579.9642857142857,736.0357142857143,234.40040855813305,860.6910780631387
207,577.9583333333334,743.625,232.17051366031816,871.5271473669326
208,576.6153846153846,748.8846153846154,230.67762806267265,879.021203598525
209,575.6666666666666,754.6666666666666,229.59145987599882,887.2335216082198
210,575.6363636363636,761.0,229.458678555012,896.1892731976765
211,539.7333333333333,743.6,192.13200580455728,872.3999863759647
212,541.1538461538462,750.0,193.54979863718924,881.4364352468853
213,542.3125,759.1875,194.6610716433064,894.400839212031
214,544.3636363636364,770.8181818181819,196.6730187688939,910.7511593601417
215,545.75,785.375,197.95323296604576,931.1662428800852
219,570.1052631578948,821.578947368421,222.769194780864,981.1386473524512
220,540.6875,812.0625,192.405432783522,968.5372506414835
220,569.8421052631579,830.7368421052631,222.3611265925325,993.8386338501485
221,541.9333333333333,818.6666666666666,193.62605595243744,977.687174884687
221,570.7777777777778,837.5555555555555,223.2279670920471,1003.2499190306589
222,543.6875,824.9375,195.3738649854916,986.3478033636064
223,545.5555555555555,833.6111111111111,197.20961457894614,998.3138836509005
224,581.0666666666667,828.4,234.01869981298864,990.3702257296184
224,547.4285714285714,846.7142857142857,198.99569986767108,1016.3558128907342
225,581.6666666666666,841.4285714285714,234.42526235556625,1008.37789529723
226,580.6153846153846,854.5384615384615,233.12490641241743,1026.4635291632867
227,578.88,864.24,231.17935427945483,1039.8217201606813
228,577.7407407407408,870.9629629629629,229.89951081463192,1049.0551474025513
229,577.4761904761905,876.7619047619048,229.53618721823523,1056.9912758915634
230,542.125,856.875,193.41857925705884,1030.4337222053236
230,577.25,883.5,229.19818022327587,1066.1945784032114
231,543.4615384615385,862.3846153846154,194.73558858869427,1037.9669198611134
232,546.2352941176471,869.5882352941177,197.50951009296685,1047.7793789058985
233,550.5,877.7777777777778,201.7979423091608,1058.8908390753559
234,554.1538461538462,890.7692307692307,205.39180793348834,1076.5266086961642
239,574.1,939.05,225.12624670415795,1141.4191587715816
240,546.0,932.6923076923077,196.57370156067836,1133.3565728526876
240,575.7916666666666,950.4583333333334,226.67777818253722,1156.6823459981758
241,549.2666666666667,938.5333333333333,199.83575202134298,1141.1451135716345
241,578.2380952380952,959.0,229.03555062990773,1168.0598042828453
242,552.5882352941177,944.1176470588235,203.1518441830634,1148.5772174680976
242,580.1428571428571,965.8571428571429,230.86434535230634,1177.1755252582946
243,556.1052631578948,952.3157894736842,206.629827456726,1159.4911637841303
244,558.3125,964.6875,208.7178687503352,1175.9667091249696
245,594.0,961.5,245.02000017826532,1171.1418012577012
246,593.0909090909091,975.0,243.8589647419983,1189.1403069716464
247,591.0384615384615,985.2307692307693,241.60026742590014,1202.7552701519423
248,589.3703703703703,992.7037037037037,239.78366647983756,1212.6771730209275
249,587.4230769230769,999.4615384615385,237.70056896381908,1221.6377393258597
250,549.5833333333334,981.5833333333334,199.67050391367854,1198.559107257668
250,586.5,1005.6666666666666,236.6652635481023,1229.8370656836628
251,549.5333333333333,987.1333333333333,199.55751652876842,1205.9120293845501
251,585.6666666666666,1012.3333333333334,235.71491864723862,1238.6276642834855
252,550.2105263157895,993.9473684210526,200.1651664270882,1214.9127446888879
253,551.421052631579,1001.8947368421053,201.2970657055428,1225.382903402523
254,552.25,1012.7,202.00877486864692,1239.5937571010156
255,553.75,1026.25,203.36150308157883,1257.348174488599
259,579.6666666666666,1068.0,228.8088186420811,1311.3702101085807
260,548.125,1061.8125,197.31794009798807,1303.7572172751215
260,578.4285714285714,1080.6666666666667,227.379588583546,1327.7615026938047
261,548.578947368421,1069.578947368421,197.68782537162673,1313.8087671258893
261,578.8125,1089.375,227.63281150221258,1338.9818731890991
262,550.1333333333333,1077.8,199.15084870436831,1324.4120202538968
263,551.1578947368421,1087.6842105263158,200.06355116292457,1337.1395862157324
264,588.2941176470588,1083.0588235294117,237.20247918779037,1330.7267034702738
264,552.5,1101.5,201.24565365812046,1354.8737178296128
265,588.6818181818181,1099.0,237.32980800101734,1351.2408821365887
266,587.3846153846154,1113.3076923076924,235.8061279239327,1369.5952858908622
267,585.7241379310345,1122.551724137931,234.00745590167244,1381.4238896428617
268,585.05,1129.35,233.2308920056846,1390.0971712779608
269,549.6363636363636,1107.2727272727273,198.3326168257764,1362.303360469719
269,583.7647058823529,1136.2941176470588,231.84727599166135,1398.9459214286312
270,549.7647058823529,1114.2941176470588,198.3838203401451,1371.2820749626815
271,551.4375,1122.25,199.9575146486057,1381.4181207033184
272,554.8888888888889,1131.111111111111,203.2809564428953,1392.6650403001045
273,559.1538461538462,1144.0,207.35392298252242,1408.986461182121
278,579.4,1198.05,226.60850770940974,1476.8199598432384
279,550.4,1192.9333333333334,198.16208939667945,1470.681344259409
279,581.0833333333334,1211.0833333333333,228.07105500766616,1493.0639366125965
280,553.5882352941177,1199.8823529411766,201.21841860819922,1479.3352175325301
280,583.4761904761905,1220.904761904762,230.27235976995587,1505.2584194158835
281,557.4117647058823,1206.8823529411766,204.8921797837012,1488.032112878276
281,585.2857142857143,1229.0,231.92305696635628,1515.2874614332688
282,597.3636363636364,1202.4545454545455,244.20679547106374,1482.1645877748597
282,560.4782608695652,1216.1304347826087,207.79037735026378,1499.515535583067
283,599.4375,1213.375,246.05844123267772,1495.762941023221
284,599.8,1226.95,246.18047367312113,1512.6300577124955
285,598.3333333333334,1241.7407407407406,244.4913811365809,1530.95165785832
286,596.1,1251.9666666666667,242.13632686552398,1543.5840607631242
287,556.2857142857143,1234.2857142857142,203.47393423637288,1522.059093283256
287,594.1923076923077,1259.1153846153845,240.15591571246648,1552.3960087303285
288,554.0,1240.5,201.17071190538758,1529.75541079552
288,592.6521739130435,1265.2608695652175,238.55390747906952,1559.9565010569988
289,553.5,1246.2142857142858,200.61955899945872,1536.8084796228607
289,591.3157894736842,1272.2631578947369,237.13959316026234,1568.5523765744583
290,553.55,1252.35,200.60095325906371,1544.3652609004323
291,555.0909090909091,1259.8181818181818,202.02011899267578,1553.5358814633798
292,556.0416666666666,1268.1666666666667,202.85231991842372,1563.7713864346956
293,557.7368421052631,1281.157894736842,204.35308600201017,1579.6529227996632
294,559.2,1294.5,205.6197181813918,1595.9087112979137
298,554.1818181818181,1320.090909090909,200.4748207550259,1626.970617988164
298,585.32,1338.36,230.3112798534074,1648.8415722296004
299,553.1052631578947,1331.1052631578948,199.31675654923146,1640.2665749254586
299,584.2083333333334,1350.6666666666667,229.0579025496308,1663.6320019914067
300,554.3809523809524,1339.0,200.4619831408106,1649.7623883148324
300,585.0,1359.25,229.6944249911291,1673.9117896448722
301,592.4545454545455,1330.090909090909,237.32901439490797,1638.8431908756831
301,555.5714285714286,1346.4285714285713,201.52787180802093,1658.6797385835189
302,594.9230769230769,1339.6153846153845,239.56202861048067,1650.305362536378
303,596.5,1351.0,240.89959637003403,1663.975880388966
303,559.2352941176471,1369.3529411764705,204.79488017790905,1686.0901689656691
304,596.8181818181819,1366.5,240.9548530010779,1682.5305051034836
305,595.8965517241379,1381.344827586207,239.83007570154027,1700.2340342437046
306,594.0,1392.9285714285713,237.82687774654087,1714.0035747307368
307,592.6153846153846,1399.8846153846155,236.39163922948808,1722.252140106273
308,555.2857142857143,1377.7142857142858,200.91243564602482,1696.067551585781
308,591.1052631578948,1407.4736842105262,234.82945973417705,1731.2333458922185
309,554.4736842105264,1384.578947368421,200.06023217108546,1704.2323816548508
309,590.8,1414.1,234.43644402554241,1739.0571493362618
310,555.4736842105264,1391.3684210526317,200.9447232744863,1712.2864584828503
311,557.3333333333334,1400.142857142857,202.62786646780452,1722.672475773341
312,561.3913043478261,1409.3478260869565,206.40200789521566,1733.5367564479225
313,565.1052631578947,1423.5263157894738,209.7799896962625,1750.2299861434187
318,586.625,1478.2916666666667,229.51122940109715,1814.1410848858825
319,555.875,1472.0,200.46175651933348,1806.882297304409
319,587.5384615384615,1491.1923076923076,230.18918955400315,1829.075153253025
320,559.5,1478.5,203.82298020502694,1814.4165006544401
320,590.0625,1500.3125,232.44182862788355,1839.6015704349923
321,562.875,1485.6666666666667,206.93492904215722,1822.7105449764138
322,566.5,1496.5,210.23410176462033,1835.222101598589
327,600.3,1541.8,241.45463838709358,1887.1842827647288
328,599.2692307692307,1546.2692307692307,240.415137828434,1892.279817079636
329,597.8823529411765,1552.5882352941176,239.01370412564668,1899.4738538425552
330,597.7777777777778,1559.111111111111,238.81430584173285,1906.8881249204637
332,560.4285714285714,1545.6190476190477,203.95742543887573,1891.5229307249665
333,561.9130434782609,1555.5652173913043,205.23907013227904,1902.8359395760122
334,563.5,1569.5,206.56836120553794,1918.6374032388962
335,565.3333333333334,1586.6666666666667,208.08587839992546,1938.0266149207214
336,566.9333333333333,1592.2,209.51481959041405,1944.2598724154375
337,566.75,1592.0,209.34612770011168,1944.0345862817471
338,565.5,1592.0,208.18021607235474,1944.0326923179975
339,564.625,1593.25,207.34990609462125,1945.4377531142657
340,562.7692307692307,1593.923076923077,205.611930847108,1946.1919754490943
341,561.3636363636364,1594.8181818181818,204.29163966064326,1947.1963914880494
342,560.4545454545455,1595.090909090909,203.44121353316345,1947.501565487972
343,560.5,1595.0,203.48458658698365,1947.3993903708456
344,560.4615384615385,1594.8461538461538,203.4504136530957,1947.2263957366329
345,560.4,1594.7,203.39465072013516,1947.0618680199607
346,560.3636363636364,1594.8181818181818,203.35945797087416,1947.1948101840273
347,560.5384615384615,1595.1538461538462,203.51875821897588,1947.5723784144336
348,560.4615384615385,1594.8461538461538,203.4504136530957,1947.2263957366329
349,560.5,1594.75,203.48730224410332,1947.1183008210082
350,560.5,1594.75,203.48730224410332,1947.1183008210082
351,560.5384615384615,1595.1538461538462,203.51875821897588,1947.5723784144336
352,560.5,1595.0,203.48458658698365,1947.3993903708456
353,560.5,1595.0,203.48458658698365,1947.3993903708456
354,560.5,1595.0,203.48458658698365,1947.3993903708456
355,560.1538461538462,1594.5384615384614,203.16693959515976,1946.879886039729
356,560.5,1595.0,203.48458658698365,1947.3993903708456
357,560.5,1595.0,203.48458658698365,1947.3993903708456
358,560.5,1595.0,203.48458658698365,1947.3993903708456
359,560.5,1595.0,203.48458658698365,1947.3993903708456
360,560.5,1595.0,203.48458658698365,1947.3993903708456
361,560.4615384615385,1594.8461538461538,203.4504136530957,1947.2263957366329
362,560.5,1595.0,203.48458658698365,1947.3993903708456
363,560.5,1595.0,203.48458658698365,1947.3993903708456
364,560.5384615384615,1595.1538461538462,203.51875821897588,1947.5723784144336
365,560.1428571428571,1595.0,203.15170439968153,1947.3988241439838
366,560.5,1595.0,203.48458658698365,1947.3993903708456
368,560.3076923076923,1595.1538461538462,203.30364833817282,1947.5720116725163
369,560.1333333333333,1595.2666666666667,203.1399437940663,1947.6986796362607
370,560.125,1595.0,203.13503482053275,1947.398795789317
371,560.1875,1594.8125,203.19532272318745,1947.1880808056035
372,560.3333333333334,1595.2,203.3270427479754,1947.6239289706969
373,560.1875,1594.8125,203.19532272318745,1947.1880808056035
374,560.1875,1594.8125,203.19532272318745,1947.1880808056035
375,560.5,1595.0,203.48458658698365,1947.3993903708456
376,560.5,1594.75,203.48730224410332,1947.1183008210082
377,560.5,1594.75,203.48730224410332,1947.1183008210082
378,560.5,1595.0,203.48458658698365,1947.3993903708456
379,560.75,1595.0,203.7176241772607,1947.399786763769
380,560.7857142857143,1594.7857142857142,203.75324184402967,1947.1589679697945
381,560.6363636363636,1594.4545454545455,203.61762113362772,1946.7863450379225
382,560.6666666666666,1594.6666666666667,203.6435917306765,1947.0248175024497
383,561.0,1594.2857142857142,203.95846622197644,1946.597072419365
